	0	1	2
0	4.991468497712896	5.267051936514797	3.9457899467272
1	4.883742135301468	4.651660049388589	6.889624948987123
2	5.01600655021889	5.0038885341289685	4.830051448855647
3	5.505650342575701	6.508829253971481	5.8453954875058
4	4.591453036592645	5.2403360344629935	3.9580245425556706
5	3.0934340650418495	3.495823103829799	2.660672428902802
6	5.196760016404234	5.7370488772241135	6.9867703098505185
7	6.175447878526636	4.836238375143031	5.755543652410653
8	5.798599146228636	5.592466961880207	7.586338464832132
9	4.994781311528089	3.176319263453398	5.505919860355631
10	7.664461768673787	7.263315287887847	8.748149945814667
11	6.082358465984246	5.636504571778497	4.787748579411825
12	5.46727561208879	6.08931250025321	4.3321747699474225
13	3.4395715239962	2.702995454168385	2.4724665482648196
14	5.46881101115234	5.957498906521061	5.630243487334592
15	5.1085702666154225	5.477482018133073	4.069053626627154
16	5.659515380177643	5.578615043749336	6.430408450514637
17	5.19377916675851	6.715410286422475	6.001917197855935
18	6.171097573874439	6.527376970631583	5.996748569876448
19	7.964424313939626	5.994504947189564	7.152719599189057
20	6.239231166560198	4.961717586249702	4.594582862141363
21	4.957407159085969	5.739438029262781	6.114493201432709
22	4.319553728834744	2.2705518612623514	2.587093258109524
23	2.6234058914730136	3.6835592267159942	3.4877659118476023
24	5.9250526093762845	5.557577675428764	6.638663193132739
25	3.891518059356404	3.357765009198862	4.569306354425817
26	4.625528418434446	2.3832137407790976	4.491195093309017
27	3.706410283060911	2.1093821113216467	2.950604953983277
28	5.102607377209849	5.302712884082579	4.958181644957797
29	4.8344349103844735	6.441268372597355	4.730870174498539
30	7.7421451719313445	6.523920205160641	7.136854199679415
31	5.02611682623097	5.438389834437901	5.226386712277546
32	5.531564035489444	7.263872010267425	4.810321956186361
33	4.81583972990942	5.50577464212217	4.374737662615913
34	2.1735131020537612	4.816361836925912	3.879015118195193
35	5.165714708744439	6.718401244374991	5.524915322895755
36	5.052718674871615	3.548599465874517	3.6250049061051377
37	5.599569703953962	5.4479751850340365	4.858085947242763
38	5.32730593986284	7.867992368906377	7.021264733766832
39	6.125316001097664	6.080260517053702	5.328453196389313
40	5.709651015967202	4.2186025659056074	5.038085771227317
41	4.814672717975059	4.988752178903074	5.91293904815905
42	4.949525460309485	5.462377096266539	5.189877813999341
43	6.349704524838424	5.251601191233722	5.555451095455308
44	3.823098382640562	5.115074224503003	3.8377136614174607
45	4.012069660429118	2.9092839196708553	4.581852712930426
46	4.877466067405025	5.724960996601669	5.803251030234527
47	6.0825944752737175	4.464322540588912	5.834075378005012
48	3.5358818828560823	4.685509705780323	6.430116767260213
49	4.719623275075921	6.34021535117642	5.863056515128515
50	4.008952662962319	4.580826847363409	4.0821456939328975
51	4.763583742993197	2.9767701178772863	3.756295301314167
52	6.098308820185758	7.131286389253856	7.940341534204786
53	4.369949281984051	5.221807479761272	4.577977639195155
54	6.066952151116112	6.562959580298708	5.573083153954011
55	7.198899834237738	6.896998285782283	7.60802792710618
56	4.850757502237766	4.942269675346538	4.183270830474105
57	4.750149390781758	4.9579231709591625	2.96403926719346
58	7.090269648207591	4.907123349523124	5.003186218995119
59	6.2618283537802615	6.099497196167347	4.882071961575311
60	7.884562658987342	5.71422491868975	9.140012294000227
61	6.667920691936933	5.010888765713359	5.098829858919753
62	7.814174418866191	5.3840782551097925	4.2020190012477645
63	4.256794208264787	4.174426636812637	3.2281104767601096
64	5.331852635582689	4.447975754098634	6.126192244316496
65	5.007167147391685	6.978540727016059	3.627377629224192
66	4.191347166304682	2.802223202422744	0.557844297676974
67	6.81407844867905	7.431799671260508	6.867705893522297
68	4.052926192831642	5.629013400192511	4.897694352249893
69	6.721537806409405	5.749024384916735	7.665463887752065
70	6.548284825375836	5.288177666699176	5.301482214622226
71	4.353745533313431	4.417765091195808	5.607463359974134
72	6.082247853591113	5.792958052993217	4.462581434690206
73	3.697119566557934	3.8524553742811087	4.822953539122237
74	4.247484971971784	3.7714683851392956	3.310699945171539
75	6.053916107004527	5.5997115690089	4.24220571073519
76	3.727106356945558	3.9190137392055444	4.47918796616387
77	4.7774519608390245	3.4466990190078555	6.146871562482774
78	6.554604236261359	7.35094810333691	6.714738245735526
79	2.9111017802952106	3.3341878896423878	2.663921380831363
80	4.889309615050027	4.816646817067323	4.482571885071111
81	4.840252948822081	3.8150486534496815	5.044894087327989
82	6.711621810666271	7.0745574671902425	7.150963888813344
83	3.4869636568003974	3.1893575294224363	2.7883393356809307
84	5.170079034325548	6.980877556596086	5.662434483284443
85	5.237084317591534	6.11810494813869	6.7430988185489
86	5.434232331166583	6.775554285920499	5.5260275539797545
87	5.043485443252416	3.643241225970738	4.607737564024976
88	4.735973554122809	3.773399769173716	5.629639478600195
89	7.661200634472974	4.861421934189674	4.778165178607363
90	3.645827051355046	5.046071496550286	6.073382889277365
91	6.256940048588842	6.281124816661009	8.03811277030202
92	5.610846592589734	5.531185040394984	7.048889241573826
93	5.275839597178193	7.3523420560558925	5.6113493130429815
94	5.891346420307222	6.877335035629318	8.000223653897164
95	5.959165712355339	5.9174680088613405	6.392872981855334
96	4.292767592920711	3.602680909900986	2.8252826118031686
97	4.075457382916923	4.307329964184232	4.662161845967843
98	3.099411332211001	4.07071584897351	2.5061339661898288
99	5.491917443700557	4.446399076622242	3.484871747571594
100	7.212758377588632	6.026336625787447	6.217211290371635
101	5.899322661071916	5.3675784224145024	3.7014312395832087
102	4.941015730089694	4.074101580414376	5.531909740823197
103	4.371676198092395	7.396196361137946	6.346954605906169
104	4.737549134003171	4.585575972208059	4.795207592257731
105	6.970623739056843	6.197907303070362	6.860225511386445
106	4.474916469037655	4.367563428743283	4.745277432564758
107	6.581065747590098	5.98874169725891	7.39482621787218
108	5.272215126478892	5.820722346969578	5.668145407830112
109	6.593933013074416	6.479988470879579	8.266994647386882
110	2.9298781996498375	4.5025043322704	4.143191409002274
111	3.75932384238191	5.961468150309902	6.574084293486219
112	6.085093342927567	4.712671471286436	9.509089257832276
113	3.8126140228726286	3.5208051043803863	6.579365267854733
114	6.360798022474851	4.346743031650011	3.5180662282926285
115	3.130497522383833	5.041334983708249	3.6256097491331394
116	5.334551755031651	5.135876823308082	5.907190122268228
117	3.253693332020357	5.520930357751536	5.3360888413506835
118	7.455934991279974	4.462563813821526	5.684418262869714
119	3.595350264039787	5.275242071530051	3.694200971276518
120	4.45225015273769	5.595515082288988	5.281463953930008
121	5.499501977307976	4.202086577157262	6.529876745381258
122	4.928425787687821	6.50386900344172	6.205419884850653
123	4.735094666960095	4.784806785192049	6.3191728135257845
124	3.918244800766818	3.69378140059637	5.5453232080332855
125	4.404026138891272	5.582668309296974	6.473839638083646
126	5.4228830714102445	6.035235386428537	4.753167217831264
127	5.273045013213215	5.278034410296989	5.680691696157412
128	3.016480873783635	4.009355314791686	6.264049362552683
129	5.345886177494533	3.709403605783488	4.490712794756362
130	5.525335756664128	4.81912164641601	3.4684103944474156
131	4.400045387563195	5.084057293996284	4.085524294686333
132	4.669758006499808	3.766120780369574	4.406809366250725
133	4.481259936403005	3.4605578587482935	2.2244698723275795
134	5.779544981329311	6.932605774872421	5.047581703901774
135	3.624019208054568	3.2617882683211348	3.3364337625132974
136	4.589355113943661	4.349825068793388	4.72285887295828
137	5.648194897081159	3.84584236415483	4.650665422684754
138	3.209729839453119	3.4482936663637105	4.115578000856381
139	4.4706689712695695	4.041940946067052	4.215300604508191
140	4.590194537803784	1.9707681904405676	2.9061361839095134
141	7.735306232992475	6.157205741560078	4.62250022004785
142	4.1673406991591	2.3733091438445832	2.5006843129589047
143	3.377071612083962	3.6538335529548993	4.836417929902722
144	4.199666250722832	4.13563157474565	1.9232572748920727
145	5.566190343505516	4.7243731232923345	4.984859348315464
